gta06_hhld,age,total,Mode
5073,21,125,Auto passenger
5073,32,130,Auto passenger
5073,38,214,Auto passenger
5073,43,191,Auto passenger
5073,45,50,Auto passenger
5073,50,106,Auto passenger
5073,60,258,Auto passenger
5073,63,66,Auto passenger
5073,69,56,Auto passenger
5074,15,394,Auto passenger
5074,17,403,Auto passenger
5074,18,82,Auto passenger
5074,19,40,Auto passenger
5074,24,122,Auto passenger
5074,26,53,Auto passenger
5074,40,82,Auto passenger
5074,53,98,Auto passenger
5074,63,130,Auto passenger
5074,74,51,Auto passenger
5074,82,69,Auto passenger
5074,87,76,Auto passenger
5075,12,303,Auto passenger
5075,13,225,Auto passenger
5075,14,182,Auto passenger
5075,16,87,Auto passenger
5075,18,21,Auto passenger
5075,20,79,Auto passenger
5075,25,41,Auto passenger
5075,43,40,Auto passenger
5075,46,73,Auto passenger
5075,47,143,Auto passenger
5075,49,82,Auto passenger
5075,67,196,Auto passenger
5075,84,38,Auto passenger
5076,12,46,Auto passenger
5076,13,157,Auto passenger
5076,15,74,Auto passenger
5076,19,19,Auto passenger
5076,62,125,Auto passenger
5076,76,56,Auto passenger
5077,11,54,Auto passenger
5077,18,54,Auto passenger
5077,72,28,Auto passenger
5078,67,80,Auto passenger
5078,70,40,Auto passenger
5078,72,38,Auto passenger
5078,80,39,Auto passenger
5079,75,80,Auto passenger
5079,89,24,Auto passenger
5079,91,48,Auto passenger
5080,11,111,Auto passenger
5080,30,41,Auto passenger
5080,34,42,Auto passenger
5080,62,43,Auto passenger
5080,66,56,Auto passenger
5080,79,33,Auto passenger
5081,18,9,Auto passenger
5081,24,48,Auto passenger
5081,67,41,Auto passenger
5081,69,85,Auto passenger
5081,70,86,Auto passenger
5081,71,73,Auto passenger
5081,76,32,Auto passenger
5081,77,43,Auto passenger
5081,83,43,Auto passenger
5082,15,50,Auto passenger
5082,17,231,Auto passenger
5082,20,111,Auto passenger
5082,21,181,Auto passenger
5082,25,38,Auto passenger
5082,45,51,Auto passenger
5082,46,60,Auto passenger
5082,47,99,Auto passenger
5082,59,100,Auto passenger
5082,61,85,Auto passenger
5082,64,65,Auto passenger
5082,66,44,Auto passenger
5082,69,51,Auto passenger
5082,89,51,Auto passenger
5084,12,75,Auto passenger
5084,13,206,Auto passenger
5084,15,43,Auto passenger
5084,16,159,Auto passenger
5084,17,131,Auto passenger
5084,19,159,Auto passenger
5084,20,33,Auto passenger
5084,21,48,Auto passenger
5084,25,220,Auto passenger
5084,33,67,Auto passenger
5084,38,144,Auto passenger
5084,40,151,Auto passenger
5084,54,97,Auto passenger
5084,56,159,Auto passenger
5084,57,102,Auto passenger
5084,68,75,Auto passenger
5086,13,45,Auto passenger
5086,14,63,Auto passenger
5086,15,84,Auto passenger
5086,16,32,Auto passenger
5086,17,122,Auto passenger
5086,24,105,Auto passenger
5086,45,34,Auto passenger
5086,48,157,Auto passenger
5086,50,45,Auto passenger
5086,53,26,Auto passenger
5086,69,85,Auto passenger
5086,70,29,Auto passenger
5086,71,23,Auto passenger
5086,73,34,Auto passenger
5086,75,33,Auto passenger
5086,83,19,Auto passenger
5087,84,69,Auto passenger
5087,93,57,Auto passenger
5088,17,156,Auto passenger
5088,61,26,Auto passenger
5089,13,54,Auto passenger
5089,16,167,Auto passenger
5089,25,70,Auto passenger
5089,47,198,Auto passenger
5089,49,51,Auto passenger
5089,56,67,Auto passenger
5089,67,98,Auto passenger
5089,79,62,Auto passenger
5090,14,59,Auto passenger
5090,15,15,Auto passenger
5090,21,135,Auto passenger
5090,25,121,Auto passenger
5090,26,20,Auto passenger
5090,28,82,Auto passenger
5090,44,30,Auto passenger
5090,60,68,Auto passenger
5090,65,44,Auto passenger
5090,68,43,Auto passenger
5090,71,44,Auto passenger
5091,20,102,Auto passenger
5091,22,71,Auto passenger
5091,26,205,Auto passenger
5091,38,114,Auto passenger
5091,57,69,Auto passenger
5091,65,78,Auto passenger
5091,75,56,Auto passenger
5091,78,157,Auto passenger
5092,21,76,Auto passenger
5092,22,76,Auto passenger
5092,57,274,Auto passenger
5092,59,110,Auto passenger
5092,61,48,Auto passenger
5092,69,33,Auto passenger
5092,72,98,Auto passenger
5092,77,32,Auto passenger
5092,78,70,Auto passenger
5092,83,32,Auto passenger
5093,13,73,Auto passenger
5093,17,18,Auto passenger
5093,37,39,Auto passenger
5093,45,91,Auto passenger
5093,62,66,Auto passenger
5093,63,107,Auto passenger
5093,80,25,Auto passenger
5094,11,28,Auto passenger
5094,12,47,Auto passenger
5094,13,154,Auto passenger
5094,15,55,Auto passenger
5094,16,148,Auto passenger
5094,17,319,Auto passenger
5094,18,154,Auto passenger
5094,23,71,Auto passenger
5094,24,42,Auto passenger
5094,47,56,Auto passenger
5094,48,259,Auto passenger
5094,55,105,Auto passenger
5094,59,35,Auto passenger
5094,61,130,Auto passenger
5094,62,113,Auto passenger
5094,64,35,Auto passenger
5094,66,77,Auto passenger
5094,69,163,Auto passenger
5094,71,39,Auto passenger
5094,75,129,Auto passenger
5094,76,40,Auto passenger
5094,84,30,Auto passenger
5094,88,26,Auto passenger
5095,11,22,Auto passenger
5095,13,22,Auto passenger
5095,24,80,Auto passenger
5095,39,84,Auto passenger
5095,58,36,Auto passenger
5095,60,28,Auto passenger
5095,68,40,Auto passenger
5095,69,20,Auto passenger
5095,76,81,Auto passenger
5095,77,72,Auto passenger
5095,80,48,Auto passenger
5096,15,50,Auto passenger
5096,30,66,Auto passenger
5096,37,114,Auto passenger
5096,42,97,Auto passenger
5096,62,104,Auto passenger
5096,71,75,Auto passenger
5096,73,88,Auto passenger
5096,77,42,Auto passenger
5096,80,60,Auto passenger
5096,85,95,Auto passenger
5096,90,57,Auto passenger
5096,91,57,Auto passenger
5097,36,49,Auto passenger
5097,54,62,Auto passenger
5097,65,44,Auto passenger
5097,72,133,Auto passenger
5098,11,140,Auto passenger
5098,12,97,Auto passenger
5098,18,116,Auto passenger
5098,20,58,Auto passenger
5098,35,60,Auto passenger
5098,61,71,Auto passenger
5098,63,126,Auto passenger
5098,68,52,Auto passenger
5098,72,186,Auto passenger
5098,77,52,Auto passenger
5099,12,108,Auto passenger
5099,28,153,Auto passenger
5099,53,43,Auto passenger
5099,71,38,Auto passenger
5099,74,60,Auto passenger
5099,75,21,Auto passenger
5099,79,76,Auto passenger
5099,94,76,Auto passenger
5100,11,129,Auto passenger
5100,12,45,Auto passenger
5100,14,90,Auto passenger
5100,15,227,Auto passenger
5100,16,67,Auto passenger
5100,17,63,Auto passenger
5100,21,29,Auto passenger
5100,26,79,Auto passenger
5100,27,79,Auto passenger
5100,34,67,Auto passenger
5100,36,90,Auto passenger
5100,37,129,Auto passenger
5100,39,38,Auto passenger
5100,41,83,Auto passenger
5100,46,51,Auto passenger
5100,52,132,Auto passenger
5100,54,78,Auto passenger
5100,56,60,Auto passenger
5100,58,45,Auto passenger
5100,63,120,Auto passenger
5100,64,60,Auto passenger
5100,76,50,Auto passenger
5101,35,62,Auto passenger
5101,41,107,Auto passenger
5101,49,34,Auto passenger
5101,72,45,Auto passenger
5101,75,86,Auto passenger
5101,78,35,Auto passenger
5102,33,87,Auto passenger
5102,43,47,Auto passenger
5102,61,52,Auto passenger
5102,62,80,Auto passenger
5102,64,126,Auto passenger
5102,67,55,Auto passenger
5102,71,40,Auto passenger
5102,73,64,Auto passenger
5102,74,144,Auto passenger
5102,78,107,Auto passenger
5102,84,35,Auto passenger
5103,54,21,Auto passenger
5103,78,12,Auto passenger
5104,26,47,Auto passenger
5104,29,149,Auto passenger
5104,34,54,Auto passenger
5104,45,16,Auto passenger
5104,50,16,Auto passenger
5104,61,79,Auto passenger
5104,67,68,Auto passenger
5104,68,96,Auto passenger
5104,70,23,Auto passenger
5104,72,46,Auto passenger
5104,73,49,Auto passenger
5104,76,123,Auto passenger
5104,87,206,Auto passenger
5104,94,70,Auto passenger
5104,95,26,Auto passenger
5105,11,37,Auto passenger
5105,13,59,Auto passenger
5105,16,94,Auto passenger
5105,17,117,Auto passenger
5105,26,61,Auto passenger
5105,30,73,Auto passenger
5105,31,49,Auto passenger
5105,44,28,Auto passenger
5105,54,57,Auto passenger
5105,61,42,Auto passenger
5105,65,36,Auto passenger
5105,67,38,Auto passenger
5106,26,100,Auto passenger
5106,39,77,Auto passenger
5106,47,65,Auto passenger
5106,61,73,Auto passenger
5106,65,32,Auto passenger
5106,66,74,Auto passenger
5106,67,32,Auto passenger
5106,73,32,Auto passenger
5106,76,59,Auto passenger
5106,78,41,Auto passenger
5106,83,21,Auto passenger
5106,84,21,Auto passenger
5107,76,165,Auto passenger
5107,80,40,Auto passenger
5107,82,40,Auto passenger
5107,83,40,Auto passenger
5109,12,83,Auto passenger
5109,14,185,Auto passenger
5109,16,139,Auto passenger
5109,21,96,Auto passenger
5109,30,80,Auto passenger
5109,54,45,Auto passenger
5109,60,43,Auto passenger
5109,61,38,Auto passenger
5109,64,51,Auto passenger
5109,65,94,Auto passenger
5109,66,47,Auto passenger
5109,67,71,Auto passenger
5109,78,67,Auto passenger
5109,86,43,Auto passenger
5109,88,31,Auto passenger
5109,92,35,Auto passenger
5110,11,63,Auto passenger
5110,12,205,Auto passenger
5110,22,205,Auto passenger
5110,24,83,Auto passenger
5110,40,43,Auto passenger
5110,43,205,Auto passenger
5110,49,48,Auto passenger
5110,53,80,Auto passenger
5110,59,167,Auto passenger
5110,61,40,Auto passenger
5110,63,71,Auto passenger
5110,70,37,Auto passenger
5110,71,236,Auto passenger
5110,74,45,Auto passenger
5110,75,21,Auto passenger
5110,91,62,Auto passenger
5110,92,59,Auto passenger
5110,93,103,Auto passenger
5111,17,115,Auto passenger
5111,46,137,Auto passenger
5111,60,92,Auto passenger
5111,65,61,Auto passenger
5111,68,77,Auto passenger
5111,72,33,Auto passenger
5113,11,311,Auto passenger
5113,12,356,Auto passenger
5113,17,36,Auto passenger
5113,30,80,Auto passenger
5113,31,269,Auto passenger
5113,51,218,Auto passenger
5113,66,170,Auto passenger
5113,67,46,Auto passenger
5113,72,27,Auto passenger
5113,91,44,Auto passenger
5114,11,26,Auto passenger
5114,14,83,Auto passenger
5114,22,91,Auto passenger
5114,63,106,Auto passenger
5114,65,104,Auto passenger
5114,67,52,Auto passenger
5115,17,168,Auto passenger
5115,26,47,Auto passenger
5115,29,84,Auto passenger
5115,38,66,Auto passenger
5115,51,73,Auto passenger
5115,65,77,Auto passenger
5115,66,74,Auto passenger
5115,67,92,Auto passenger
5115,68,236,Auto passenger
5115,70,43,Auto passenger
5115,76,118,Auto passenger
5115,80,106,Auto passenger
5116,21,82,Auto passenger
5116,68,37,Auto passenger
5116,81,39,Auto passenger
5117,63,177,Auto passenger
5117,67,177,Auto passenger
5118,23,132,Auto passenger
5118,33,210,Auto passenger
5118,35,316,Auto passenger
5118,40,115,Auto passenger
5118,44,388,Auto passenger
5118,47,57,Auto passenger
5118,52,117,Auto passenger
5118,69,247,Auto passenger
5118,78,45,Auto passenger
5120,24,72,Auto passenger
5120,57,88,Auto passenger
5120,62,83,Auto passenger
5120,79,62,Auto passenger
5120,82,82,Auto passenger
5121,13,580,Auto passenger
5121,17,690,Auto passenger
5121,18,580,Auto passenger
5121,19,90,Auto passenger
5121,24,87,Auto passenger
5121,58,220,Auto passenger
5121,74,38,Auto passenger
5121,75,43,Auto passenger
5121,82,41,Auto passenger
5122,12,265,Auto passenger
5122,14,169,Auto passenger
5122,15,188,Auto passenger
5122,20,154,Auto passenger
5122,26,108,Auto passenger
5122,29,108,Auto passenger
5122,30,108,Auto passenger
5122,40,58,Auto passenger
5122,50,253,Auto passenger
5122,65,65,Auto passenger
5122,97,63,Auto passenger
5123,11,91,Auto passenger
5123,17,35,Auto passenger
5123,20,354,Auto passenger
5123,23,191,Auto passenger
5123,32,108,Auto passenger
5123,33,148,Auto passenger
5123,48,62,Auto passenger
5123,58,57,Auto passenger
5123,63,76,Auto passenger
5123,67,76,Auto passenger
5123,72,119,Auto passenger
5123,74,89,Auto passenger
5125,36,52,Auto passenger
5125,52,62,Auto passenger
5125,83,70,Auto passenger
5126,12,387,Auto passenger
5126,17,97,Auto passenger
5126,43,194,Auto passenger
5126,56,58,Auto passenger
5127,15,161,Auto passenger
5127,21,169,Auto passenger
5127,23,304,Auto passenger
5127,25,169,Auto passenger
5127,44,161,Auto passenger
5127,49,199,Auto passenger
5127,55,53,Auto passenger
5127,58,44,Auto passenger
5127,70,105,Auto passenger
5127,71,76,Auto passenger
5127,77,101,Auto passenger
5127,92,39,Auto passenger
5129,16,31,Auto passenger
5129,23,184,Auto passenger
5129,36,76,Auto passenger
5129,57,124,Auto passenger
5129,85,35,Auto passenger
5130,18,216,Auto passenger
5130,20,92,Auto passenger
5130,29,91,Auto passenger
5130,37,148,Auto passenger
5130,53,62,Auto passenger
5130,59,37,Auto passenger
5130,63,39,Auto passenger
5130,75,74,Auto passenger
5130,78,150,Auto passenger
5130,88,50,Auto passenger
5130,89,83,Auto passenger
5131,25,189,Auto passenger
5131,28,75,Auto passenger
5131,29,67,Auto passenger
5131,31,30,Auto passenger
5131,60,189,Auto passenger
5131,67,33,Auto passenger
5131,82,228,Auto passenger
5131,84,52,Auto passenger
5132,11,69,Auto passenger
5132,20,101,Auto passenger
5132,27,18,Auto passenger
5132,33,92,Auto passenger
5132,55,29,Auto passenger
5132,63,29,Auto passenger
5132,65,52,Auto passenger
5132,69,52,Auto passenger
5133,12,146,Auto passenger
5133,15,93,Auto passenger
5133,25,93,Auto passenger
5133,27,95,Auto passenger
5133,55,34,Auto passenger
5133,59,232,Auto passenger
5133,61,63,Auto passenger
5133,68,43,Auto passenger
5133,70,43,Auto passenger
5133,83,30,Auto passenger
5135,11,80,Auto passenger
5135,14,34,Auto passenger
5135,15,65,Auto passenger
5135,16,65,Auto passenger
5135,17,40,Auto passenger
5135,31,57,Auto passenger
5135,36,65,Auto passenger
5135,37,64,Auto passenger
5135,43,86,Auto passenger
5135,51,92,Auto passenger
5135,55,233,Auto passenger
5135,58,353,Auto passenger
5135,60,43,Auto passenger
5135,64,58,Auto passenger
5135,67,141,Auto passenger
5135,68,207,Auto passenger
5135,70,39,Auto passenger
5135,75,75,Auto passenger
5135,79,104,Auto passenger
5135,81,62,Auto passenger
5137,12,16,Auto passenger
5137,14,35,Auto passenger
5137,24,90,Auto passenger
5137,66,14,Auto passenger
5137,70,55,Auto passenger
5137,71,27,Auto passenger
5139,14,208,Auto passenger
5139,15,326,Auto passenger
5139,17,88,Auto passenger
5139,18,110,Auto passenger
5139,20,551,Auto passenger
5139,22,255,Auto passenger
5139,25,31,Auto passenger
5139,35,64,Auto passenger
5139,37,53,Auto passenger
5139,38,21,Auto passenger
5139,41,48,Auto passenger
5139,48,52,Auto passenger
5139,55,90,Auto passenger
5139,56,63,Auto passenger
5139,58,36,Auto passenger
5139,66,23,Auto passenger
5139,68,21,Auto passenger
5139,69,35,Auto passenger
5139,70,43,Auto passenger
5139,72,29,Auto passenger
5139,73,23,Auto passenger
5139,74,35,Auto passenger
5139,75,23,Auto passenger
5139,76,31,Auto passenger
5139,77,47,Auto passenger
5139,78,64,Auto passenger
5139,85,42,Auto passenger
5139,89,42,Auto passenger
5139,91,46,Auto passenger
5140,11,53,Auto passenger
5140,13,173,Auto passenger
5140,14,106,Auto passenger
5140,16,43,Auto passenger
5140,25,50,Auto passenger
5140,29,107,Auto passenger
5140,34,100,Auto passenger
5140,39,106,Auto passenger
5140,40,93,Auto passenger
5140,60,21,Auto passenger
5140,66,51,Auto passenger
5140,74,43,Auto passenger
5140,76,53,Auto passenger
5140,82,53,Auto passenger
5140,83,71,Auto passenger
5141,21,55,Auto passenger
5141,29,27,Auto passenger
5141,35,64,Auto passenger
5141,58,66,Auto passenger
5141,60,15,Auto passenger
5141,70,219,Auto passenger
5141,76,54,Auto passenger
5141,77,219,Auto passenger
5143,19,125,Auto passenger
5143,25,122,Auto passenger
5143,35,37,Auto passenger
5143,60,60,Auto passenger
5143,69,58,Auto passenger
5143,71,116,Auto passenger
5143,89,62,Auto passenger
5144,11,98,Auto passenger
5144,12,197,Auto passenger
5144,17,98,Auto passenger
5144,18,145,Auto passenger
5144,27,161,Auto passenger
5144,28,122,Auto passenger
5144,35,174,Auto passenger
5144,36,110,Auto passenger
5144,37,134,Auto passenger
5144,43,46,Auto passenger
5144,52,109,Auto passenger
5144,61,123,Auto passenger
5144,65,49,Auto passenger
5144,67,58,Auto passenger
5144,69,65,Auto passenger
5144,72,38,Auto passenger
5144,80,110,Auto passenger
5148,14,285,Auto passenger
5148,17,72,Auto passenger
5148,18,173,Auto passenger
5148,19,149,Auto passenger
5148,20,87,Auto passenger
5148,35,109,Auto passenger
5148,42,53,Auto passenger
5148,45,30,Auto passenger
5148,49,67,Auto passenger
5148,50,33,Auto passenger
5148,51,51,Auto passenger
5148,56,45,Auto passenger
5148,66,27,Auto passenger
5148,67,54,Auto passenger
5148,72,74,Auto passenger
5148,83,42,Auto passenger
5149,12,255,Auto passenger
5149,30,124,Auto passenger
5149,45,255,Auto passenger
5149,54,86,Auto passenger
5149,57,65,Auto passenger
5149,61,29,Auto passenger
5149,74,69,Auto passenger
5149,75,110,Auto passenger
5150,23,46,Auto passenger
5150,49,33,Auto passenger
5150,50,288,Auto passenger
5150,57,83,Auto passenger
5150,60,83,Auto passenger
5150,70,47,Auto passenger
5150,74,24,Auto passenger
5151,13,197,Auto passenger
5151,15,98,Auto passenger
5151,19,184,Auto passenger
5151,25,92,Auto passenger
5151,28,129,Auto passenger
5151,41,98,Auto passenger
5151,51,98,Auto passenger
5151,56,129,Auto passenger
5151,68,29,Auto passenger
5151,70,167,Auto passenger
5151,74,111,Auto passenger
5154,27,28,Auto passenger
5154,30,162,Auto passenger
5154,45,63,Auto passenger
5154,60,18,Auto passenger
5154,63,125,Auto passenger
5155,11,11,Auto passenger
5155,13,62,Auto passenger
5155,16,11,Auto passenger
5155,30,66,Auto passenger
5155,32,22,Auto passenger
5155,37,66,Auto passenger
5155,40,38,Auto passenger
5155,51,15,Auto passenger
5155,53,87,Auto passenger
5155,54,173,Auto passenger
5155,57,23,Auto passenger
5155,61,14,Auto passenger
5155,62,43,Auto passenger
5155,71,57,Auto passenger
5157,18,166,Auto passenger
5157,19,96,Auto passenger
5157,34,64,Auto passenger
5157,41,82,Auto passenger
5157,61,105,Auto passenger
5157,62,43,Auto passenger
5157,66,22,Auto passenger
5157,87,33,Auto passenger
5158,11,607,Auto passenger
5158,12,122,Auto passenger
5158,13,85,Auto passenger
5158,14,73,Auto passenger
5158,15,293,Auto passenger
5158,16,64,Auto passenger
5158,17,73,Auto passenger
5158,23,109,Auto passenger
5158,28,100,Auto passenger
5158,36,24,Auto passenger
5158,37,66,Auto passenger
5158,47,205,Auto passenger
5158,50,103,Auto passenger
5158,51,51,Auto passenger
5158,60,48,Auto passenger
5158,65,239,Auto passenger
5158,66,63,Auto passenger
5158,67,17,Auto passenger
5158,70,39,Auto passenger
5159,25,80,Auto passenger
5159,29,59,Auto passenger
5159,33,62,Auto passenger
5159,69,26,Auto passenger
5159,78,17,Auto passenger
5160,68,70,Auto passenger
5160,71,70,Auto passenger
5161,11,43,Auto passenger
5161,13,43,Auto passenger
5161,33,75,Auto passenger
5161,35,55,Auto passenger
5161,43,170,Auto passenger
5161,47,43,Auto passenger
5161,49,43,Auto passenger
5161,55,29,Auto passenger
5161,56,59,Auto passenger
5161,66,56,Auto passenger
5161,67,70,Auto passenger
5161,71,56,Auto passenger
5162,26,63,Auto passenger
5162,30,43,Auto passenger
5162,62,64,Auto passenger
5162,63,18,Auto passenger
5162,75,26,Auto passenger
5163,11,86,Auto passenger
5163,45,86,Auto passenger
5163,58,48,Auto passenger
5163,61,24,Auto passenger
5163,64,47,Auto passenger
5163,66,22,Auto passenger
5163,69,45,Auto passenger
5164,13,75,Auto passenger
5164,21,75,Auto passenger
5164,22,39,Auto passenger
5164,23,75,Auto passenger
5164,24,197,Auto passenger
5164,25,23,Auto passenger
5164,29,109,Auto passenger
5164,30,109,Auto passenger
5164,32,132,Auto passenger
5164,37,18,Auto passenger
5164,43,247,Auto passenger
5164,48,265,Auto passenger
5164,50,144,Auto passenger
5164,52,139,Auto passenger
5164,54,198,Auto passenger
5164,55,74,Auto passenger
5164,62,80,Auto passenger
5164,66,183,Auto passenger
5164,77,30,Auto passenger
5165,15,131,Auto passenger
5165,30,198,Auto passenger
5165,50,84,Auto passenger
5165,62,134,Auto passenger
5165,70,29,Auto passenger
5166,11,116,Auto passenger
5166,15,42,Auto passenger
5166,18,83,Auto passenger
5166,19,58,Auto passenger
5166,20,58,Auto passenger
5166,21,226,Auto passenger
5166,23,76,Auto passenger
5166,24,346,Auto passenger
5166,25,103,Auto passenger
5166,64,50,Auto passenger
5166,71,29,Auto passenger
5166,78,119,Auto passenger
5166,80,11,Auto passenger
5166,85,238,Auto passenger
5167,60,62,Auto passenger
5167,68,20,Auto passenger
5167,83,16,Auto passenger
5168,12,14,Auto passenger
5168,24,140,Auto passenger
5170,13,144,Auto passenger
5170,29,213,Auto passenger
5170,41,92,Auto passenger
5170,51,111,Auto passenger
5170,53,111,Auto passenger
5170,81,50,Auto passenger
5170,92,11,Auto passenger
5171,28,103,Auto passenger
5171,29,69,Auto passenger
5171,42,92,Auto passenger
5171,78,52,Auto passenger
5172,28,50,Auto passenger
5172,38,134,Auto passenger
5172,41,60,Auto passenger
5172,63,83,Auto passenger
5172,65,82,Auto passenger
5172,67,49,Auto passenger
5174,11,38,Auto passenger
5174,13,81,Auto passenger
5174,15,188,Auto passenger
5174,16,81,Auto passenger
5174,26,42,Auto passenger
5174,28,90,Auto passenger
5174,36,39,Auto passenger
5174,42,81,Auto passenger
5174,44,122,Auto passenger
5174,63,35,Auto passenger
5175,14,179,Auto passenger
5175,19,10,Auto passenger
5175,33,32,Auto passenger
5175,38,75,Auto passenger
5175,43,149,Auto passenger
5175,58,41,Auto passenger
5175,68,176,Auto passenger
5175,76,56,Auto passenger
5175,88,53,Auto passenger
5176,12,79,Auto passenger
5176,16,79,Auto passenger
5176,19,158,Auto passenger
5176,24,292,Auto passenger
5176,34,83,Auto passenger
5176,40,291,Auto passenger
5176,48,132,Auto passenger
5176,51,407,Auto passenger
5176,54,195,Auto passenger
5176,62,124,Auto passenger
5176,70,34,Auto passenger
5176,72,36,Auto passenger
5177,11,78,Auto passenger
5177,14,47,Auto passenger
5177,16,112,Auto passenger
5177,24,203,Auto passenger
5177,38,7,Auto passenger
5177,55,53,Auto passenger
5177,62,28,Auto passenger
5177,69,29,Auto passenger
5177,71,58,Auto passenger
5177,73,29,Auto passenger
5177,74,58,Auto passenger
5178,17,96,Auto passenger
5178,58,68,Auto passenger
5178,64,45,Auto passenger
5178,68,34,Auto passenger
5178,69,30,Auto passenger
5178,72,30,Auto passenger
5178,73,30,Auto passenger
5178,81,49,Auto passenger
5179,26,103,Auto passenger
5179,34,413,Auto passenger
5179,38,143,Auto passenger
5179,66,33,Auto passenger
5179,67,78,Auto passenger
5179,68,130,Auto passenger
5179,73,20,Auto passenger
5179,84,30,Auto passenger
5180,14,125,Auto passenger
5180,16,63,Auto passenger
5180,18,44,Auto passenger
5180,24,82,Auto passenger
5180,25,133,Auto passenger
5180,26,48,Auto passenger
5180,29,82,Auto passenger
5180,31,122,Auto passenger
5180,38,59,Auto passenger
5180,41,94,Auto passenger
5180,57,41,Auto passenger
5180,72,148,Auto passenger
5181,30,66,Auto passenger
5181,33,35,Auto passenger
5181,54,143,Auto passenger
5181,65,29,Auto passenger
5181,67,21,Auto passenger
5181,70,45,Auto passenger
5181,82,46,Auto passenger
5181,91,36,Auto passenger
5182,15,187,Auto passenger
5182,17,93,Auto passenger
5182,30,62,Auto passenger
5182,32,82,Auto passenger
5182,67,40,Auto passenger
5183,14,110,Auto passenger
5183,16,59,Auto passenger
5183,29,104,Auto passenger
5183,30,92,Auto passenger
5183,40,110,Auto passenger
5183,50,63,Auto passenger
5183,51,176,Auto passenger
5183,75,32,Auto passenger
5186,22,61,Auto passenger
5186,29,97,Auto passenger
5187,22,181,Auto passenger
5187,30,116,Auto passenger
5187,32,77,Auto passenger
5187,35,51,Auto passenger
5187,38,51,Auto passenger
5187,39,51,Auto passenger
5187,53,71,Auto passenger
5187,55,203,Auto passenger
5187,56,71,Auto passenger
5187,69,62,Auto passenger
5187,71,23,Auto passenger
5187,74,154,Auto passenger
5188,11,98,Auto passenger
5188,38,98,Auto passenger
5188,42,128,Auto passenger
5188,56,184,Auto passenger
5188,59,184,Auto passenger
5188,60,34,Auto passenger
5188,84,58,Auto passenger
5191,11,48,Auto passenger
5191,13,223,Auto passenger
5191,25,71,Auto passenger
5191,52,87,Auto passenger
5191,67,34,Auto passenger
5191,73,30,Auto passenger
5191,77,34,Auto passenger
5191,78,19,Auto passenger
5191,80,76,Auto passenger
5191,81,26,Auto passenger
5192,31,25,Auto passenger
5192,32,33,Auto passenger
5192,42,23,Auto passenger
5192,74,39,Auto passenger
5192,81,29,Auto passenger
5192,85,29,Auto passenger
5194,22,80,Auto passenger
5194,26,23,Auto passenger
5194,38,76,Auto passenger
5194,58,108,Auto passenger
5194,74,27,Auto passenger
5195,30,43,Auto passenger
5196,14,104,Auto passenger
5196,32,33,Auto passenger
5196,39,73,Auto passenger
5196,45,39,Auto passenger
5196,63,14,Auto passenger
5196,67,39,Auto passenger
5197,69,69,Auto passenger
5198,15,78,Auto passenger
5198,27,34,Auto passenger
5198,29,34,Auto passenger
5198,61,34,Auto passenger
5199,16,19,Auto passenger
5199,28,50,Auto passenger
5199,50,43,Auto passenger
5199,64,28,Auto passenger
5199,66,19,Auto passenger
5200,12,73,Auto passenger
5200,31,14,Auto passenger
5200,35,34,Auto passenger
5200,42,22,Auto passenger
5200,51,70,Auto passenger
5200,53,105,Auto passenger
5200,57,52,Auto passenger
5200,58,17,Auto passenger
5200,61,35,Auto passenger
5200,66,71,Auto passenger
5200,67,99,Auto passenger
5200,72,164,Auto passenger
5200,73,57,Auto passenger
5200,74,36,Auto passenger
5200,75,23,Auto passenger
5200,78,205,Auto passenger
5201,11,132,Auto passenger
5201,13,54,Auto passenger
5201,45,25,Auto passenger
5201,47,54,Auto passenger
5201,65,25,Auto passenger
5202,11,12,Auto passenger
5202,13,94,Auto passenger
5202,19,279,Auto passenger
5202,37,116,Auto passenger
5202,40,64,Auto passenger
5202,61,37,Auto passenger
5202,62,43,Auto passenger
5202,85,51,Auto passenger
5202,95,65,Auto passenger
5203,13,42,Auto passenger
5203,14,91,Auto passenger
5203,16,73,Auto passenger
5203,17,58,Auto passenger
5203,19,19,Auto passenger
5203,23,51,Auto passenger
5203,27,41,Auto passenger
5203,48,68,Auto passenger
5203,51,53,Auto passenger
5203,59,72,Auto passenger
5203,60,30,Auto passenger
5203,62,45,Auto passenger
5203,64,30,Auto passenger
5203,92,45,Auto passenger
5204,18,19,Auto passenger
5204,23,362,Auto passenger
5204,29,21,Auto passenger
5204,32,86,Auto passenger
5204,52,39,Auto passenger
5204,60,90,Auto passenger
5204,92,58,Auto passenger
5205,11,90,Auto passenger
5205,12,233,Auto passenger
5205,15,233,Auto passenger
5205,17,81,Auto passenger
5205,21,56,Auto passenger
5205,40,120,Auto passenger
5205,46,116,Auto passenger
5205,51,106,Auto passenger
5205,54,162,Auto passenger
5205,57,161,Auto passenger
5205,62,67,Auto passenger
5205,63,43,Auto passenger
5205,66,32,Auto passenger
5205,69,69,Auto passenger
5205,70,137,Auto passenger
5205,72,61,Auto passenger
5205,73,99,Auto passenger
5205,79,81,Auto passenger
5205,81,54,Auto passenger
5205,88,25,Auto passenger
5206,15,335,Auto passenger
5206,26,80,Auto passenger
5206,31,56,Auto passenger
5206,33,1171,Auto passenger
5206,35,48,Auto passenger
