Sat Apr 03 2021 20:43:24 GMT-0400 (Eastern Daylight Time) - Run Time: 2080ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: Age of person - age
Table: Primary travel mode of trip - mode_prime


Filters:
Regional municipality of household - region_hhld In 6, 

Trip 2016
ROW : gta06_hhld
COLUMN : age

TABLE    : mode_prime (Transit excluding GO rail)

  gta06_hhld         age      total
        5076          65         32
        5076          66         28
        5076          67         55
        5076          68         28
        5076          70         43
        5076          72         57
        5076          73         28
        5076          75         47
        5076          76         56
        5076          78        227
        5076          85         28
        5077          18         54
        5077          19         37
        5077          22         53
        5077          33        102
        5077          34         51
        5077          46         28
        5077          47        214
        5077          49         28
        5077          52         90
        5077          70         28
        5078          21         51
        5078          25         64
        5078          33         86
        5078          35         43
        5078          36         74
        5078          41        111
        5078          42         53
        5078          43        163
        5078          44         82
        5078          45        123
        5078          48         33
        5078          49         33
        5078          50         77
        5078          52         39
        5078          53         39
        5078          56         51
        5078          57        139
        5078          58         51
        5078          59         37
        5078          65         40
        5078          69         29
        5078          71         40
        5078          72         38
        5078          73         80
        5078          74         29
        5078          76         29
        5078          78         32
        5078          80         39
        5078          82         26
        5078          83         39
        5078          85        126
        5079          33        286
        5079          38        714
        5079          45        107
        5079          47         61
        5079          49         47
        5079          50         38
        5079          55         70
        5079          60         93
        5079          64        107
        5079          70        119
        5079          79         80
        5080          41        166
        5080          43        111
        5080          45         19
        5080          47         38
        5080          49         41
        5080          51         34
        5080          53         91
        5080          56         85
        5080          61         42
        5080          62         85
        5080          64        170
        5080          71         36
        5080          72         36
        5080          79         66
        5081          23         84
        5081          25        130
        5081          33         65
        5081          36         33
        5081          43         33
        5081          45         86
        5081          47         69
        5081          49        187
        5081          50        161
        5081          51         37
        5081          54        283
        5081          56         68
        5081          58         28
        5081          60         99
        5081          61        143
        5081          62        139
        5081          68         34
        5081          69         85
        5081          71         51
        5081          73         34
        5081          75         57
        5081          77         32
        5081          80         24
        5081          81         73
        5081          85         22
        5081          86         43
        5081          90         43
        5082          18        187
        5082          25        174
        5082          26         68
        5082          27         67
        5082          28        174
        5082          29        295
        5082          31        352
        5082          32         53
        5082          35         53
        5082          37         67
        5082          38         65
        5082          40         99
        5082          41         57
        5082          43         67
        5082          45        289
        5082          46         93
        5082          47        298
        5082          51        227
        5082          52        258
        5082          53        278
        5082          55        165
        5082          56        222
        5082          58         57
        5082          59        330
        5082          60        143
        5082          61         55
        5082          62         67
        5082          63         68
        5082          65        129
        5082          66        143
        5082          67        186
        5082          68        181
        5082          70         51
        5082          72        160
        5082          73        106
        5082          76        147
        5082          82         92
        5082          83         45
        5082          84         45
        5084          16         33
        5084          17        134
        5084          21         96
        5084          22        205
        5084          25        132
        5084          27        186
        5084          30         67
        5084          31        264
        5084          34         48
        5084          35        440
        5084          36        481
        5084          37        160
        5084          38        300
        5084          39        888
        5084          41        502
        5084          42         54
        5084          43         76
        5084          45        130
        5084          47         43
        5084          49        370
        5084          50        189
        5084          51        315
        5084          52        395
        5084          53        270
        5084          54        253
        5084          55        308
        5084          56        402
        5084          57        154
        5084          58        100
        5084          59        159
        5084          60        341
        5084          62        118
        5084          66         54
        5084          68         75
        5084          69         75
        5084          70        146
        5084          71         37
        5084          74         59
        5084          75        137
        5084          76        153
        5086          20         38
        5086          23         46
        5086          25         23
        5086          27        105
        5086          29         99
        5086          30         87
        5086          31         67
        5086          35         92
        5086          37         51
        5086          38        159
        5086          41        317
        5086          42        358
        5086          43         64
        5086          48         82
        5086          49        144
        5086          50        234
        5086          51         55
        5086          52         76
        5086          54        208
        5086          55        116
        5086          56        149
        5086          57         74
        5086          58         56
        5086          59        264
        5086          61        111
        5086          62         39
        5086          65        153
        5086          66        164
        5086          67         78
        5086          69        133
        5086          70        155
        5086          71        187
        5086          73         39
        5086          74         61
        5086          75         96
        5086          76         23
        5086          77         88
        5086          80         69
        5086          81         69
        5086          86         33
        5087          55        112
        5087          61        112
        5087          73         57
        5087          86         69
        5088          40         77
        5088          46        219
        5088          48         77
        5088          53         51
        5088          55         47
        5088          61         51
        5088          76         97
        5089          18         67
        5089          20        330
        5089          22        264
        5089          25        330
        5089          28         99
        5089          30        211
        5089          32        199
        5089          33         85
        5089          35        131
        5089          36         85
        5089          40         51
        5089          41         61
        5089          43        333
        5089          44        431
        5089          45         94
        5089          47         54
        5089          49        297
        5089          50        193
        5089          52         94
        5089          55        171
        5089          56         67
        5089          58         64
        5089          59        283
        5089          60        128
        5089          61        101
        5089          62         67
        5089          63         98
        5089          68         51
        5089          69         77
        5089          72         77
        5089          73         98
        5089          74        101
        5089          79        102
        5089          80         68
        5089          82        159
        5089          86         73
        5090          22        150
        5090          23        225
        5090          24        270
        5090          25         27
        5090          26        218
        5090          27        272
        5090          28        135
        5090          29        135
        5090          32        135
        5090          40        367
        5090          41         89
        5090          44         45
        5090          45        137
        5090          47         95
        5090          48         97
        5090          51         13
        5090          52         89
        5090          53        112
        5090          55        209
        5090          56        301
        5090          58         74
        5090          60        308
        5090          61         50
        5090          62        203
        5090          63        163
        5090          65         39
        5090          67         44
        5090          68         43
        5090          73        125
        5090          74         44
        5090          77         43
        5090          78         88
        5091          25        124
        5091          26        102
        5091          28         78
        5091          30        143
        5091          39        114
        5091          47        104
        5091          52        124
        5091          53        285
        5091          55        329
        5091          56        265
        5091          57         69
        5091          59        281
        5091          60         69
        5091          62        276
        5091          63         93
        5091          64         71
        5091          65        217
        5091          67         71
        5091          68        215
        5091          73        109
        5091          76         56
        5091          78         48
        5092          21         76
        5092          22        143
        5092          23        172
        5092          28        133
        5092          30         66
        5092          31        138
        5092          32        209
        5092          34        132
        5092          36        223
        5092          39         42
        5092          46         90
        5092          48        177
        5092          50         84
        5092          51         67
        5092          55         67
        5092          56        503
        5092          57         48
        5092          59        116
        5092          61        329
        5092          64        335
        5092          65         44
        5092          66         88
        5092          68         99
        5092          69         33
        5092          70        259
        5092          71        209
        5092          77         49
        5092          82        146
        5092          83         70
        5093          17         18
        5093          22         17
        5093          23         25
        5093          24         99
        5093          25        312
        5093          26        230
        5093          32         62
        5093          33         39
        5093          36        143
        5093          42         39
        5093          44        110
        5093          45        409
        5093          46         67
        5093          47        110
        5093          49         67
        5093          52         25
        5093          53         25
        5093          54         34
        5093          56         42
        5093          62         66
        5093          64        259
        5093          65         36
        5093          67        119
        5093          68         54
        5093          70         36
        5093          71         25
        5093          72         37
        5093          81         48
        5093          87         20
        5094          18        349
        5094          21         78
        5094          22        629
        5094          25         70
        5094          26         67
        5094          27         49
        5094          28         70
        5094          29         90
        5094          30        190
        5094          31        571
        5094          35         82
        5094          38         95
        5094          39         95
        5094          41        128
        5094          42        367
        5094          44        431
        5094          45         33
        5094          46        597
        5094          47        416
        5094          48        110
        5094          49        370
        5094          50        450
        5094          51        902
        5094          52         61
        5094          53        478
        5094          54        113
        5094          55        636
        5094          56        126
        5094          57        160
        5094          59        155
        5094          60        194
        5094          61        280
        5094          62        119
        5094          64         35
        5094          65        441
        5094          66         64
        5094          67         97
        5094          68        104
        5094          70         37
        5094          71        217
        5094          72        203
        5094          75        260
        5094          76         77
        5094          78         37
        5094          79        198
        5094          80        100
        5094          82         55
        5094          83         74
        5094          93         36
        5095          25        204
        5095          27        194
        5095          28        235
        5095          29         88
        5095          30        296
        5095          31        120
        5095          33        386
        5095          34        126
        5095          36        113
        5095          38        299
        5095          39         93
        5095          40        227
        5095          43        547
        5095          44         93
        5095          47         77
        5095          49        144
        5095          50         72
        5095          51        124
        5095          52         92
        5095          54        124
        5095          55         79
        5095          56        113
        5095          57         54
        5095          59         87
        5095          60         72
        5095          62         53
        5095          63        100
        5095          64         51
        5095          65         51
        5095          69         80
        5095          70         40
        5095          74        139
        5095          75         40
        5095          77         40
        5095          78         81
        5095          79        119
        5095          80         96
        5095          81         72
        5095          84         96
        5095          85         53
        5096          23        165
        5096          26         42
        5096          27         98
        5096          28        149
        5096          33        928
        5096          34        341
        5096          36        285
        5096          37        156
        5096          40        210
        5096          42         73
        5096          44        130
        5096          45         87
        5096          46         48
        5096          48         43
        5096          50         81
        5096          51        123
        5096          52        412
        5096          54        149
        5096          55        498
        5096          56         72
        5096          57        144
        5096          62        102
        5096          63        138
        5096          67         50
        5096          68         44
        5096          69        172
        5096          71         41
        5096          72         57
        5096          73        198
        5096          74         75
        5096          75         28
        5096          77        169
        5096          79         32
        5096          90         42
        5096          96         36
        5097          29        138
        5097          32        276
        5097          47        181
        5097          55        125
        5097          58        110
        5097          60         48
        5097          62         59
        5097          64        133
        5097          65         87
        5097          68         54
        5097          73        133
        5097          74         53
        5097          78         47
        5097          83         79
        5098          20        194
        5098          22        159
        5098          24        326
        5098          25        199
        5098          26        605
        5098          30        142
        5098          31        137
        5098          32        120
        5098          34        404
        5098          36        107
        5098          37         80
        5098          38        535
        5098          40        575
        5098          41        281
        5098          42        194
        5098          44         58
        5098          47        219
        5098          49        124
        5098          50        686
        5098          51        124
        5098          52         87
        5098          55        202
        5098          56        217
        5098          57        556
        5098          61        138
        5098          63        193
        5098          64        336
        5098          67        126
        5098          68         87
        5098          71         52
        5098          72        156
        5098          77        102
        5098          79         82
        5099          23         43
        5099          25         43
        5099          27         43
        5099          36        179
        5099          38        114
        5099          41        114
        5099          43        364
        5099          48        379
        5099          49         22
        5099          50        182
        5099          51        190
        5099          54        156
        5099          55        132
        5099          56         45
        5099          58         68
        5099          69         60
        5099          71        127
        5099          74         60
        5099          77         38
        5099          78         24
        5099          80         75
        5099          82         76
        5099          86        273
        5099          87         31
        5099          99        198
        5100          17         38
        5100          18         34
        5100          19         38
        5100          21         67
        5100          24        308
        5100          25         87
        5100          26         67
        5100          27        433
        5100          28         71
        5100          30        199
        5100          31        490
        5100          32        129
        5100          33         58
        5100          34        115
        5100          35        238
        5100          37        140
        5100          38         69
        5100          39        140
        5100          40        223
        5100          42        493
        5100          43        128
        5100          44         91
        5100          46         84
        5100          48         32
        5100          49        680
        5100          51        216
        5100          52         45
        5100          53         87
        5100          54        179
        5100          57        489
        5100          58         38
        5100          59        206
        5100          60        121
        5100          61        186
        5100          63        120
        5100          64        191
        5100          65        158
        5100          66         45
        5100          68         51
        5100          70        118
        5100          71         22
        5100          72         63
        5100          73         34
        5100          74         67
        5100          76         50
        5100          78         33
        5100          82         33
        5101          17        163
        5101          22         57
        5101          26         57
        5101          28        476
        5101          33        111
        5101          34        142
        5101          35        136
        5101          36        124
        5101          41        106
        5101          43        178
        5101          44         15
        5101          45        325
        5101          50         81
        5101          52        220
        5101          53         57
        5101          54         76
        5101          55         97
        5101          62        278
        5101          74         36
        5101          76         45
        5101          78         86
        5102          26         76
        5102          29        182
        5102          30        235
        5102          32        105
        5102          33         53
        5102          45        272
        5102          56         76
        5102          59         53
        5102          60         53
        5102          61         50
        5102          62         45
        5102          63        105
        5102          65         80
        5102          67        130
        5102          68        149
        5102          72         44
        5102          73        107
        5102          74         96
        5102          75         48
        5102          78        107
        5102          84         89
        5103          44         24
        5103          46        486
        5103          54         73
        5103          58         75
        5103          60        571
        5103          62         59
        5103          66        190
        5103          71         12
        5103          83         35
        5104          23        107
        5104          24        126
        5104          26        114
        5104          27         44
        5104          29        145
        5104          30        152
        5104          33        447
        5104          35        134
        5104          38        643
        5104          41        138
        5104          42        261
        5104          43        156
        5104          45         25
        5104          46        175
        5104          48        334
        5104          50        130
        5104          51         66
        5104          55        367
        5104          56         65
        5104          57        109
        5104          58        150
        5104          60         33
        5104          62        105
        5104          63        246
        5104          65        187
        5104          67         94
        5104          68        370
        5104          69        135
        5104          70        300
        5104          72        131
        5104          73        161
        5104          74        133
        5104          75        313
        5104          77        106
        5104          79         39
        5104          81         33
        5104          84         36
        5104          86         48
        5105          17         57
        5105          26         50
        5105          28         33
        5105          31        100
        5105          32        144
        5105          34        117
        5105          37        106
        5105          39        145
        5105          40       1038
        5105          42        112
        5105          44        359
        5105          45        117
        5105          50         70
        5105          53        139
        5105          54         85
        5105          55        247
        5105          56        174
        5105          57        131
        5105          60        121
        5105          61         67
        5105          62        118
        5105          63        321
        5105          64         72
        5105          67        114
        5105          69         84
        5105          70        120
        5105          73         40
        5105          74         50
        5105          75         28
        5105          77        147
        5105          80         26
        5105          82         97
        5106          20         50
        5106          25         40
        5106          29         56
        5106          32        287
        5106          35        151
        5106          36        190
        5106          37        231
        5106          39        206
        5106          40        164
        5106          41         36
        5106          42        121
        5106          45        116
        5106          48         38
        5106          51         38
        5106          52         50
        5106          53         32
        5106          54        124
        5106          55         40
        5106          56         40
        5106          57         87
        5106          61         73
        5106          65         74
        5106          66         37
        5106          67        108
        5106          70        106
        5106          71        128
        5106          75         31
        5106          77         80
        5106          78         21
        5106          80         41
        5106          85         21
        5107          29         74
        5107          39        197
        5107          46        245
        5107          49        103
        5107          50        103
        5107          51         74
        5107          65         62
        5107          70         61
        5107          82         40
        5107          83         40
        5107          84        151
        5109          19        193
        5109          25        160
        5109          27         80
        5109          28         56
        5109          29         56
        5109          30         96
        5109          36        455
        5109          37        355
        5109          44        139
        5109          45        185
        5109          47        482
        5109          48         51
        5109          49        144
        5109          51         57
        5109          52        295
        5109          56         44
        5109          57        122
        5109          58        111
        5109          59         44
        5109          60        128
        5109          61        125
        5109          62        199
        5109          63        253
        5109          64        201
        5109          65         71
        5109          66        136
        5109          67        469
        5109          70         94
        5109          73        118
        5109          75         34
        5109          85         77
        5110          19         88
        5110          23        210
        5110          24        250
        5110          26        292
        5110          29        112
        5110          30        110
        5110          33        110
        5110          42        140
        5110          43        108
        5110          48        146
        5110          50        335
        5110          52        657
        5110          55        263
        5110          56         49
        5110          57         52
        5110          59         66
        5110          60        223
        5110          61        183
        5110          62        247
        5110          68        188
        5110          69        182
        5110          70         37
        5110          71         89
        5110          73         92
        5110          75         41
        5110          77         41
        5110          78        151
        5110          82         39
        5111          25        287
        5111          26        287
        5111          30        310
        5111          31         57
        5111          33         81
        5111          36        176
        5111          37        177
        5111          38        146
        5111          42         51
        5111          44        147
        5111          46        206
        5111          47         82
        5111          49        248
        5111          51         71
        5111          52        147
        5111          53        191
        5111          54         58
        5111          55        459
        5111          57        113
        5111          59        125
        5111          60        147
        5111          62         75
        5111          63         41
        5111          64         75
        5111          66         65
        5111          67        385
        5111          69        244
        5111          70         42
        5111          71         63
        5111          72         61
        5111          75        147
        5111          77         16
        5111          78         52
        5111          79         79
        5111          81         25
        5113          17        218
        5113          30         80
        5113          36        269
        5113          40        124
        5113          42        544
        5113          45        156
        5113          46        483
        5113          47        389
        5113          54         43
        5113          57        146
        5113          58        212
        5113          61         78
        5113          62        221
        5113          63        124
        5113          67         62
        5113          72         54
        5113          75         46
        5113          76         34
        5113          79         46
        5113          80         51
        5113          82         46
        5114          24         41
        5114          26         41
        5114          28         68
        5114          34         82
        5114          37         81
        5114          43        103
        5114          46        167
        5114          47         70
        5114          48         52
        5114          49        125
        5114          50         91
        5114          51        116
        5114          57         62
        5114          58         68
        5114          59         31
        5114          60         31
        5114          61         61
        5114          62         72
        5114          64        606
        5114          65        156
        5114          67        424
        5114          78        116
        5115          18        221
        5115          20         74
        5115          24       1195
        5115          25        151
        5115          27         85
        5115          28         86
        5115          30         57
        5115          31        103
        5115          32        245
        5115          33        186
        5115          36        207
        5115          37         57
        5115          38        219
        5115          43         65
        5115          44         98
        5115          50         72
        5115          51         54
        5115          53        257
        5115          55        199
        5115          58         69
        5115          59        259
        5115          61        150
        5115          63         72
        5115          65         39
        5115          67         74
        5115          68        115
        5115          69        353
        5115          70        278
        5115          72         43
        5115          75        393
        5115          76         77
        5115          78         79
        5115          83        106
        5115          84         91
        5116          18        297
        5116          19        198
        5116          22        761
        5116          24        140
        5116          25        140
        5116          29        435
        5116          32         35
        5116          35         93
        5116          39        668
        5116          46        143
        5116          47        149
        5116          50        140
        5116          53        163
        5116          57         50
        5116          59         82
        5116          65         92
        5116          66        282
        5116          67         37
        5116          81         67
        5116          82         39
        5116          85         40
        5117          23         74
        5117          30        177
        5117          35        252
        5117          44        115
        5117          47         82
        5117          52         82
        5117          53        215
        5117          56         48
        5117          59         88
        5117          60         42
        5117          64        177
        5117          66         43
        5118          21        259
        5118          24        148
        5118          25        226
        5118          29         93
        5118          31         68
        5118          32        148
        5118          33        316
        5118          35        211
        5118          36        811
        5118          40        459
        5118          43         68
        5118          44        342
        5118          47        199
        5118          48        447
        5118          49        293
        5118          50        113
        5118          51        256
        5118          55        280
        5118          56         48
        5118          59        155
        5118          62         48
        5118          63        184
        5118          64         50
        5118          66        149
        5118          68         75
        5118          69        117
        5118          74        237
        5118          80         45
        5119          57        132
        5120          26        183
        5120          27         56
        5120          28        110
        5120          29        113
        5120          30        113
        5120          33        132
        5120          36         61
        5120          37         43
        5120          38        260
        5120          39        187
        5120          47        216
        5120          50         47
        5120          52         54
        5120          53        419
        5120          57        166
        5120          59         56
        5120          60         50
        5120          61         33
        5120          62         55
        5120          63        281
        5120          71         40
        5120          74         73
        5120          79         62
        5120          84         64
        5120          86         82
        5120          87         39
        5120          89         39
        5121          21        477
        5121          27        239
        5121          39        493
        5121          40         66
        5121          42       1412
        5121          43         66
        5121          47        135
        5121          48        550
        5121          55         35
        5121          56         58
        5121          57         42
        5121          58        220
        5121          59         98
        5121          61        219
        5121          63         52
        5121          66         38
        5121          73         77
        5121          78         58
        5121          84         58
        5121          86         41
        5122          18        119
        5122          24         98
        5122          25        195
        5122          26        313
        5122          29        206
        5122          30        108
        5122          34         58
        5122          37         58
        5122          38        176
        5122          39        244
        5122          40        173
        5122          41        208
        5122          45         65
        5122          46        111
        5122          47        308
        5122          50        292
        5122          51        111
        5122          53        590
        5122          54        630
        5122          55        272
        5122          58        212
        5122          59         94
        5122          60         82
        5122          64         63
        5122          65         43
        5122          70         63
        5123          23        249
        5123          24        333
        5123          25        218
        5123          26         94
        5123          27        457
        5123          28        191
        5123          29        786
        5123          30        136
        5123          32        131
        5123          33        148
        5123          34        211
        5123          36        493
        5123          41        162
        5123          42         35
        5123          46        199
        5123          48        100
        5123          50        148
        5123          51         42
        5123          52        762
        5123          53        567
        5123          55        309
        5123          56         79
        5123          58         57
        5123          59        168
        5123          60        131
        5123          61        367
        5123          62        126
        5123          63         41
        5123          64        165
        5123          65        142
        5123          66         41
        5123          69        202
        5123          70         74
        5123          72         60
        5123          73         46
        5123          76        119
        5123          79         89
        5123          81        184
        5125          35         61
        5125          36        236
        5125          37        104
        5125          49         66
        5125          54        162
        5125          81         89
        5125          83         41
        5125          84        129
        5126          17        194
        5126          24         58
        5126          33        144
        5126          43        678
        5126          50         69
        5126          59         58
        5127          18        106
        5127          22        701
        5127          25        118
        5127          27         55
        5127          28         73
        5127          30        164
        5127          31        249
        5127          33        214
        5127          34         69
        5127          37        322
        5127          38        153
        5127          39        100
        5127          40        127
        5127          41        184
        5127          42        191
        5127          44        161
        5127          45        143
        5127          46        106
        5127          47        106
        5127          48        143
        5127          49        476
        5127          50        550
        5127          52         71
        5127          55         36
        5127          56         83
        5127          58        159
        5127          59        264
        5127          62         98
        5127          63        880
        5127          64         97
        5127          66         53
        5127          68         58
        5127          70         60
        5127          72        105
        5127          75         77
        5127          79        152
        5129          21        184
        5129          23        184
        5129          24        221
        5129          27        473
        5129          28        134
        5129          30         68
        5129          35        229
        5129          41        111
        5129          42        111
        5129          43         89
        5129          46         16
        5129          53        276
        5129          54        184
        5129          55        363
        5129          57        101
        5129          59        335
        5129          60         89
        5129          63         48
        5129          70         61
        5129          82         96
        5130          21        247
        5130          22        141
        5130          24         92
        5130          27        325
        5130          28         67
        5130          29        173
        5130          30        640
        5130          31         92
        5130          32        113
        5130          33        422
        5130          35         62
        5130          36        230
        5130          38        285
        5130          41        124
        5130          42        443
        5130          45        115
        5130          48        113
        5130          51        397
        5130          52        107
        5130          53        186
        5130          55        345
        5130          56        159
        5130          57        110
        5130          59         64
        5130          60        244
        5130          63        886
        5130          66        266
        5130          69        196
        5130          70         39
        5130          71         96
        5130          77         66
        5130          84         67
        5130          85        166
        5131          17         87
        5131          21         87
        5131          25        189
        5131          31         90
        5131          32         75
        5131          33         75
        5131          35         60
        5131          43        145
        5131          44        137
        5131          49         69
        5131          50        130
        5131          52        244
        5131          55        283
        5131          57         41
        5131          59         41
