Sat Apr 03 2021 20:43:24 GMT-0400 (Eastern Daylight Time) - Run Time: 2080ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of household - gta06_hhld
Column: Age of person - age
Table: Primary travel mode of trip - mode_prime


Filters:
Regional municipality of household - region_hhld In 6, 

Trip 2016
ROW : gta06_hhld
COLUMN : age

TABLE    : mode_prime (Transit excluding GO rail)

  gta06_hhld         age      total
        5200          64        220
        5200          68        212
        5200          69        409
        5200          71         55
        5200          73        263
        5200          74         99
        5200          75        183
        5200          78        359
        5201          31        181
        5201          32         83
        5201          38         17
        5201          43        265
        5201          45        149
        5201          52         10
        5201          57         49
        5201          59         19
        5202          21        279
        5202          25        163
        5202          36        417
        5202          37        129
        5202          38        251
        5202          41        134
        5202          42         29
        5202          47         53
        5202          54        664
        5202          55         76
        5202          59         89
        5202          60        224
        5202          61         94
        5202          62        263
        5202          63        331
        5202          64         75
        5202          65        485
        5202          66         32
        5202          67        204
        5202          68         32
        5202          69         91
        5202          70        156
        5202          73         78
        5202          74         32
        5202          80         71
        5202          86         51
        5203          26         81
        5203          27        192
        5203          29        161
        5203          30        134
        5203          32        413
        5203          35         29
        5203          37        196
        5203          39        287
        5203          40         53
        5203          44        385
        5203          46        240
        5203          47         26
        5203          48        383
        5203          50         47
        5203          51         48
        5203          54        146
        5203          55         30
        5203          57         90
        5203          58        164
        5203          59        169
        5203          60        105
        5203          64         91
        5203          65         45
        5203          67         57
        5203          68         45
        5203          77        135
        5204          25         32
        5204          26         41
        5204          27        543
        5204          32        136
        5204          33        260
        5204          34         84
        5204          37         83
        5204          40         16
        5204          47        163
        5204          49         41
        5204          56         77
        5204          62        202
        5204          63         17
        5205          25        279
        5205          27         38
        5205          30        704
        5205          38         85
        5205          39         85
        5205          40        120
        5205          42        133
        5205          43         29
        5205          44        120
        5205          45         87
        5205          46        466
        5205          51         26
        5205          52        264
        5205          53        267
        5205          54        222
        5205          56         76
        5205          57         85
        5205          58         38
        5205          60         38
        5205          61         80
        5205          63        658
        5205          64         92
        5205          65        135
        5205          66         32
        5205          69        133
        5205          70        513
        5205          71        191
        5205          72         29
        5205          73        240
        5205          74        125
        5205          75        102
        5205          76        288
        5205          78         65
        5205          80         51
        5205          83        108
        5205          87        108
        5205          90         65
        5205          91         62
        5206          22        185
        5206          26         40
        5206          28         40
        5206          31        209
        5206          33         97
        5206          34        306
        5206          35         48
        5206          37       1264
        5206          39         36
        5206          42         36
        5206          59         80
        5206          60         87
        5206          69         59
        5207          23        473
        5207          24         63
        5207          25        565
        5207          28        138
        5207          29        433
        5207          34         59
        5207          36        141
        5207          38        201
        5207          39        247
        5207          40         85
        5207          41         61
        5207          42        204
        5207          45        282
        5207          46         47
        5207          47        223
        5207          48        133
        5207          49        533
        5207          50        353
        5207          51        112
        5207          52         53
        5207          53        111
        5207          56        188
        5207          57        611
        5207          58         88
        5207          59        417
        5207          61        275
        5207          62        233
        5207          63        139
        5207          64         40
        5207          65         84
        5207          66        134
        5207          67         34
        5207          68         76
        5207          70         68
        5207          71        198
        5207          72         96
        5207          73        309
        5207          75        280
        5207          77        113
        5207          80         75
        5207          81         54
        5207          91         46
        5208          20        489
        5208          24         14
        5208          25        216
        5208          26        115
        5208          27        237
        5208          31        117
        5208          32        123
        5208          33        327
        5208          34        185
        5208          35         55
        5208          36        160
        5208          37        594
        5208          39        328
        5208          40        117
        5208          44        188
        5208          45       1364
        5208          46        175
        5208          48         97
        5208          49        306
        5208          50         55
        5208          51         74
        5208          52         97
        5208          58        127
        5208          60         38
        5208          62        170
        5208          63        398
        5208          65         87
        5208          66         35
        5208          70        124
        5208          73         57
        5208          76         46
        5208          77         46
        5208          81         88
        5208          82        102
        5208          98         30
        5210          42        220
        5210          59         64
        5210          62         63
        5210          75         36
        5212          22         94
        5212          29         28
        5212          31         56
        5212          32        106
        5212          33        116
        5212          34        177
        5212          41        103
        5212          44         57
        5212          51        305
        5212          52        333
        5212          54         53
        5212          56         26
        5212          57         91
        5212          58        255
        5212          59        385
        5212          60        153
        5212          61         64
        5212          62        113
        5212          63        204
        5212          65        203
        5212          66         32
        5212          70         38
        5212          72         38
        5212          74        114
        5212          75         64
        5213          52         61
        5213          54         61
        5213          76         61
        5214          23         37
        5214          41         74
        5214          50         35
        5214          52        193
        5214          59         56
        5214          62         56
        5214          63         38
        5214          75         56
        5215          34        430
        5215          50         55
        5215          52         51
        5215          54         55
        5215          58         45
        5215          62        113
        5215          81         80
        5216          18        412
        5216          19         66
        5216          20        103
        5216          21        166
        5216          25        127
        5216          31        240
        5216          32        188
        5216          33         72
        5216          34         93
        5216          35        156
        5216          36         48
        5216          38         90
        5216          39         45
        5216          40         31
        5216          41        262
        5216          42         91
        5216          43        390
        5216          44         71
        5216          45         35
        5216          47        246
        5216          48        246
        5216          50        187
        5216          51        247
        5216          52        242
        5216          53         30
        5216          55        127
        5216          56        230
        5216          57         75
        5216          58        188
        5216          59        114
        5216          61         57
        5216          62        356
        5216          63         43
        5216          64        536
        5216          65         29
        5216          66         72
        5216          67         19
        5216          68         28
        5216          70        149
        5216          71        142
        5216          72        105
        5216          76         24
        5216          79         42
        5216          81         36
        5216          99         70
        5219          20         88
        5219          24         44
        5219          33         60
        5219          40         60
        5219          42        692
        5219          44        117
        5219          45         61
        5219          46        264
        5219          50        158
        5219          57         29
        5219          59        115
        5219          60        210
        5219          61         38
        5219          62        301
        5219          63         19
        5219          66        128
        5219          67        175
        5219          68        103
        5219          69        205
        5219          70        251
        5219          72         26
        5219          73        114
        5219          74         74
        5219          75        222
        5219          76        123
        5219          78         37
        5219          80         25
        5219          82         49
        5219          83         49
        5223          18        102
        5223          19        204
        5223          24         54
        5223          25         29
        5223          27        163
        5223          29        135
        5223          31        102
        5223          33         43
        5223          35         64
        5223          38         99
        5223          39        214
        5223          40        147
        5223          45        102
        5223          48        169
        5223          49         42
        5223          51         96
        5223          52        292
        5223          55         32
        5223          56         52
        5223          57         37
        5223          58        128
        5223          60        406
        5223          61         50
        5223          62        124
        5223          63         83
        5223          64         87
        5223          65         82
        5223          66         27
        5223          67         27
        5223          68         82
        5223          70         29
        5223          71         28
        5223          74         98
        5223          76         31
        5223          79         32
        5223          99        271
        5224          21        208
        5224          22         37
        5224          24        296
        5224          25         72
        5224          27         26
        5224          35         72
        5224          36         72
        5224          38         31
        5224          39         33
        5224          41        210
        5224          42         26
        5224          43        115
        5224          44        224
        5224          45         32
        5224          48         83
        5224          49         53
        5224          50        119
        5224          51         53
        5224          52         38
        5224          53        243
        5224          54         35
        5224          55         38
        5224          56         56
        5224          57        303
        5224          60        217
        5224          61        118
        5224          62         38
        5224          63         38
        5224          64         72
        5224          65         46
        5224          67         75
        5224          68         59
        5224          69         75
        5224          70         30
        5224          75         28
        5224          78         75
        5225          17         65
        5225          38        156
        5225          39         26
        5225          41        154
        5225          43         26
        5225          52        259
        5225          62         67
        5225          65         30
        5225          68         58
        5225          69         89
        5225          75         26
        5225          80         25
        5225          81         37
        5225          82         44
        5226          20         98
        5226          21        148
        5226          22        301
        5226          23        255
        5226          27         29
        5226          30         51
        5226          39         56
        5226          40        124
        5226          41        225
        5226          42        397
        5226          43        110
        5226          44        603
        5226          45         49
        5226          46        389
        5226          47        391
        5226          48        203
        5226          53        436
        5226          54        655
        5226          55        121
        5226          56         25
        5226          57        140
        5226          58        307
        5226          59        183
        5226          60        250
        5226          61         75
        5226          62        126
        5226          63         25
        5226          64         28
        5226          65         74
        5226          66         52
        5226          67        111
        5226          69         47
        5226          70         74
        5226          71         25
        5226          72         25
        5226          73         28
        5226          74         25
        5226          76         16
        5226          79         16
        5226          82         34
        5227          22         58
        5227          25         44
        5227          37         21
        5227          40         32
        5227          53         72
        5227          58         36
        5227          59         37
        5227          61         50
        5227          62        116
        5227          63         28
        5227          67         87
        5227          68         28
        5227          69         25
        5227          72         38
        5227          76         35
        5228          30         61
        5228          48         33
        5228          58         33
        5228          71         61
        5228          74         61
        5228          80         23
        5229          27        160
        5229          28        298
        5229          29        209
        5229          30        356
        5229          31        308
        5229          36        199
        5229          37       1345
        5229          38        481
        5229          39        150
        5229          40        556
        5229          41         75
        5229          42         21
        5229          44         26
        5229          45        148
        5229          46         98
        5229          47         67
        5229          52         51
        5229          54        189
        5229          57         53
        5229          59         24
        5229          60        167
        5229          61         28
        5229          63        310
        5229          66         48
        5229          67         27
        5229          79         51
        5229          86         29
        5230          16         53
        5230          20        120
        5230          22        240
        5230          25         30
        5230          27        161
        5230          28        170
        5230          29        120
        5230          30        372
        5230          31         71
        5230          32        514
        5230          33         75
        5230          35        295
        5230          36        220
        5230          38        125
        5230          39        124
        5230          40        243
        5230          42         71
        5230          43         57
        5230          44         86
        5230          45        259
        5230          53        501
        5230          54        107
        5230          57         75
        5230          58        133
        5230          59        331
        5230          60        503
        5230          61        226
        5230          62        199
        5230          63         51
        5230          64         33
        5230          65         49
        5230          67         89
        5230          69        133
        5230          71         29
        5230          74         52
        5230          76         20
        5230          78        134
        5230          84         23
        5231          16         39
        5231          19        104
        5231          20         92
        5231          29        213
        5231          30         54
        5231          34        163
        5231          35        163
        5231          36         38
        5231          38        589
        5231          40        123
        5231          43         50
        5231          45         67
        5231          46         61
        5231          47        311
        5231          48        104
        5231          52        335
        5231          55         50
        5231          56         92
        5231          58         29
        5231          59        275
        5231          61        103
        5231          62         56
        5231          63         57
        5231          67         41
        5231          68        176
        5231          70        102
        5231          71         44
        5231          72         29
        5231          73         44
        5231          74         49
        5231          77         55
        5231          81        100
        5231          82         27
        5232          17        325
        5232          19         57
        5232          20        251
        5232          21         54
        5232          22        217
        5232          23        202
        5232          24        114
        5232          25        170
        5232          26        229
        5232          27        135
        5232          30        224
        5232          31        115
        5232          32        159
        5232          33        209
        5232          34        224
        5232          35        102
        5232          36        334
        5232          37         26
        5232          38        386
        5232          39        143
        5232          40         39
        5232          41         63
        5232          42         47
        5232          43        459
        5232          44        100
        5232          45        251
        5232          46        210
        5232          47        567
        5232          48        438
        5232          49        351
        5232          50         91
        5232          51        412
        5232          52        716
        5232          53        219
        5232          54        572
        5232          55        147
        5232          56        192
        5232          57        208
        5232          58        133
        5232          59        428
        5232          60        122
        5232          61        250
        5232          62        370
        5232          63         75
        5232          64         58
        5232          65         56
        5232          67         55
        5232          68         27
        5232          69         66
        5232          70         53
        5232          71         55
        5232          72         41
        5232          73         58
        5232          74         55
        5232          75        237
        5232          85         43
        5232          88         72
        5233          17        216
        5233          18        100
        5233          21        286
        5233          31         83
        5233          33         62
        5233          34         83
        5233          35         74
        5233          36         83
        5233          37         51
        5233          40         51
        5233          42         99
        5233          44         39
        5233          46         44
        5233          47         47
        5233          48        292
        5233          49        268
        5233          50         69
        5233          52         71
        5233          53        151
        5233          54         97
        5233          55        599
        5233          57         48
        5233          58         48
        5233          59         83
        5233          60         42
        5233          63         58
        5233          64         28
        5233          65         56
        5233          66         41
        5233          67         78
        5233          69        105
        5233          70         27
        5233          71         32
        5233          73         18
        5233          74         18
        5233          75         76
        5233          78         32
        5233          79         21
        5233          85         28
        5234          37        389
        5234          42        568
        5234          44         85
        5234          53         39
        5234          56         39
        5234          63         40
        5234          67         67
        5234          68         53
        5234          69         44
        5234          73         73
        5234          75         44
        5234          82         37
        5235          23         95
        5235          27        143
        5235          35         57
        5235          37         57
        5235          38         84
        5235          40         57
        5235          45         84
        5235          46         67
        5235          48        200
        5235          51         95
        5235          55         57
        5235          67         57
        5236          24        177
        5236          41        197
        5236          42         93
        5236          44       1014
        5236          46        399
        5236          47         43
        5236          49        189
        5236          55         46
        5236          57        134
        5236          59         40
        5236          61         68
        5236          63        139
        5236          64        158
        5236          65        118
        5236          67         36
        5237          17         91
        5237          24         91
        5237          28         26
        5237          31         28
        5237          33         88
        5237          34        243
        5237          35        377
        5237          36        154
        5237          37        154
        5237          43        197
        5237          44         32
        5237          47        728
        5237          48        252
        5237          50        539
        5237          52         23
        5237          53        182
        5237          55        607
        5237          56         62
        5237          57        452
        5237          58        202
        5237          59        159
        5237          60        401
        5237          63         48
        5237          64         29
        5237          65         90
        5237          66         91
        5237          67         29
        5237          69        207
        5237          70        158
        5237          71        116
        5237          72         29
        5237          73        158
        5237          74         22
        5237          75         32
        5237          78         59
        5237          99        367
        5238          20         92
        5238          21        301
        5238          22         34
        5238          26         65
        5238          28        179
        5238          30        114
        5238          31         77
        5238          34        332
        5238          35        113
        5238          38        132
        5238          39         26
        5238          40        740
        5238          41        421
        5238          44         80
        5238          46        612
        5238          47         92
        5238          48         75
        5238          49        112
        5238          50        332
        5238          51         92
        5238          52        317
        5238          53         63
        5238          54        161
        5238          57         59
        5238          58        101
        5238          59         13
        5238          61         96
        5238          62         39
        5238          63        141
        5238          64        146
        5238          66         38
        5238          67        102
        5238          70         65
        5238          71        167
        5238          72         79
        5238          73         28
        5238          74        201
        5238          75        101
        5238          76        211
        5238          79         37
        5239          19         56
        5239          21         37
        5239          23        111
        5239          25         56
        5239          31         72
        5239          34        136
        5239          35        136
        5239          37        519
        5239          40         79
        5239          41         62
        5239          44        492
        5239          45         19
        5239          46         91
        5239          47        363
        5239          48         56
        5239          50        331
        5239          51        462
        5239          52         87
        5239          53        177
        5239          56         87
        5239          57        158
        5239          58        101
        5239          59        299
        5239          61        150
        5239          62        139
        5239          64        139
        5239          66         91
        5239          67        234
        5239          68         46
        5239          69        107
        5239          70         46
        5239          74        519
        5239          78         65
        5239          80         73
        5239          84        162
        5239          91         97
        5240          20         69
        5240          24         31
        5240          30        105
        5240          34        105
        5240          43         86
        5240          49         27
        5240          50         65
        5240          52        140
        5240          53         31
        5240          55         43
        5240          60        102
        5240          63        117
        5240          64        102
        5240          66         30
        5240          67        342
        5240          70        143
        5240          72         50
        5240          76         33
        5240          80         26
        5240          83         26
        5240          89         37
        5241          21        110
        5241          22         81
        5241          24         91
        5241          25        243
        5241          26        124
        5241          27         81
        5241          28         85
        5241          29        268
        5241          30        140
        5241          31        324
        5241          32        126
        5241          33        169
        5241          34        346
        5241          35        230
        5241          36        624
        5241          38        167
        5241          39        142
        5241          40        398
        5241          41         64
        5241          42         95
        5241          43        638
        5241          44         22
        5241          45         67
        5241          46        113
        5241          47         64
        5241          48         68
        5241          50         22
        5241          51        373
        5241          52        290
        5241          53        137
        5241          54        470
        5241          55        364
        5241          56         73
        5241          57        231
        5241          58        148
        5241          60        197
        5241          61        638
        5241          63        346
        5241          64        158
        5241          65        172
        5241          66        184
        5241          67        215
        5241          68        167
        5241          69         23
        5241          71        201
        5241          72         38
        5241          73         15
        5241          74         96
        5241          76        103
        5241          77         92
        5241          80         43
        5241          87         73
        5241          99        173
        5242          26        269
        5242          29        134
        5242          36         64
        5242          40         64
        5242          43         31
        5242          45        262
        5242          46        126
        5242          50        269
        5242          54        537
        5242          87         48
        5242          89         46
        5243          47        230
        5243          62         47
        5244          18        101
        5244          26        270
        5244          30        172
        5244          32        216
        5244          33        251
        5244          36        138
        5244          37        857
        5244          38        728
        5244          40         56
        5244          41         77
        5244          42        163
        5244          44         72
        5244          45         31
        5244          46        315
        5244          47        159
        5244          48         72
        5244          50        115
        5244          51        162
        5244          52         54
        5244          53        278
        5244          54        125
        5244          55        180
        5244          56         90
        5244          57         81
        5244          69        140
        5244          71         31
        5244          73        364
        5245          26         27
        5245          28         13
        5245          29        126
        5245          30        126
        5245          32         26
        5245          33        126
        5245          35        185
        5245          38        146
        5245          40        113
        5245          44         78
        5245          45         78
        5245          51         88
        5245          53         31
        5245          55         31
        5245          57         88
        5245          77         57
        5246          17        329
        5246          21        315
        5246          25        105
        5246          27        105
        5246          41        185
        5246          45         92
        5246          47         46
        5246          48        623
        5246          49        329
        5246          50        158
        5246          58        232
        5246          59         19
        5246          65         53
        5246          66         38
        5246          69         58
        5246          70         58
        5246          73         77
        5246          78         77
        5247          20         60
        5247          22         60
        5247          23         50
        5247          24         60
        5247          32        200
        5247          41         28
        5247          43         56
        5247          44        122
        5247          49         33
        5247          52        110
        5247          53         89
        5247          54        138
        5247          55        134
        5247          56         78
        5247          57         99
        5247          61         85
        5247          62         55
        5247          63         91
        5247          65         18
        5247          67         36
        5247          70         64
        5247          71         77
        5247          72        135
        5247          73         16
        5247          74         33
        5247          75         35
        5247          77         44
        5247          87         33
        5248          16         42
        5248          17        208
        5248          18         61
        5248          22         64
        5248          25         61
        5248          27        290
        5248          31        157
        5248          33         32
        5248          38         32
        5248          40         64
        5248          42        316
        5248          44        138
        5248          45        271
        5248          46        288
        5248          48        167
        5248          51        115
        5248          52        311
        5248          53        126
        5248          54        231
        5248          55        275
        5248          56         97
        5248          57        136
        5248          59         79
        5248          60        173
        5248          61         61
        5248          62         38
        5248          65        150
        5248          68         89
        5248          71         63
        5248          72         75
        5248          77        118
        5248          78         81
        5248          80         27
        5248          82         25
        5248          99         39
        5249          23        102
        5249          27        133
        5249          33         72
        5249          37         24
        5249          43         63
        5249          47         63
        5249          51         51
        5249          54        102
        5249          55         95
        5249          58         38
        5250          21         79
        5250          22        129
        5250          23        133
        5250          24         79
        5250          40         36
        5250          41         40
        5250          45        126
        5250          47         60
        5250          48        174
        5250          49        197
        5250          50        221
        5250          54        172
        5250          68         24
        5250          70         24
        5251          57         76
        5251          60         76
        5251          78         51
        5252          24         60
        5252          43        123
        5252          47         85
        5252          50         57
        5252          53        193
        5252          56        385
        5252          63        120
        5252          64         40
        5252          65         70
        5252          66         68
        5252          69        108
        5252          70         34
        5252          71         51
        5252          76         69
        5252          78         27
        5252          79         53
        5252          83        310
        5252          84         27
        5252          86         27
        5252          90         53

TABLE    : mode_prime (GO rail only)

  gta06_hhld         age      total
        5001          51         16
        5033          40        192
        5045          52         49
        5047          39         49
        5058          30         37
        5061          49         34
        5063          26         54
        5065          58         56
        5069          30         37
        5071          52         35
        5073          31         66
        5073          45         31
        5082          51         57
        5084          45         43
        5084          49         33
        5086          38         38
        5086          61         23
        5088          55         67
        5094          47         28
        5096          27         28
        5100          34         69
        5100          46         45
        5105          54         29
        5105          61         25
        5110          40         43
        5113          59         42
        5113          73         42
        5114          41         57
        5120          48         34
        5129          54         16
        5132          26         31
        5137          60         73
        5137          65         19
        5149          28         67
        5150          44         66
        5150          45          7
        5151          28         82
        5151          45         59
        5155          59         18
        5158          47         48
        5158          67         17
        5161          50         48
        5163          31         47
        5167          34         41
        5167          39         12
        5167          41         24
        5168          30         47
        5171          29         47
        5171          62         16
        5172          24         39
        5172          31         95
        5172          54         64
        5175          26         27
        5177          52         34
        5178          34         77
        5179          24         47
        5180          41         34
        5186          46         17
        5186          47         17
        5187          58         42
        5187          63         21
        5191          30        117
        5192          18         23
        5192          25         33
        5194          33         45
        5196          34         33
        5199          36        114
        5199          37         32
        5199          50         43
        5200          31         28
        5200          56         23
        5201          45         17
        5207          25         88
        5207          47         38
        5212          43         22
        5215          46         51
        5219          37         65
        5223          39         17
        5226          48         49
        5226          54         51
        5229          30         90
        5229          37         80
        5230          36         85
        5230          41         64
        5230          45         57
        5230          49         41
        5230          53         41
        5231          53         39
        5232          38         15
        5233          63         38
        5234          21         39
        5234          44         68
        5235          45         84
        5235          56         23
        5238          59         13
        5239          55         56
        5245          64         27
        5246          47         92
        5247          53         49
        5248          39         69
        5248          48         26
        5248          52         17
        5252          44         49

TABLE    : mode_prime (Joint GO rail and local transit)

  gta06_hhld         age      total
        5041          46         14
        5045          27         26
        5058          30         37
        5059          59         12
        5060          49        174
        5065          54        146
        5065          57         35
        5068          25         48
        5071          23         37
        5073          55        106
        5076          73         16
        5078          15         17
        5079          59         29
        5086          22         74
        5104          26         45
        5104          66         42
        5105          45         22
        5122          39         49
        5122          53         45
        5123          22         37
        5129          28         68
        5130          30         74
        5132          23         18
        5133          26         63
        5133          33         62
        5141          28         15
        5141          37         73
        5144          36        177
        5150          41        155
        5155          51         15
        5157          41         37
        5157          70         24
        5161          38         58
        5163          33         58
        5163          62         24
        5163          68         23
        5164          24         40
        5164          31         16
        5167          39         12
        5168          24         70
        5171          27         47
        5171          62         16
        5176          29         41
        5176          32         23
        5179          41         38
        5179          45         34
        5181          41         46
        5186          37         17
        5188          29         46
        5191          25         24
        5192          18         23
        5194          33         45
        5195          28         56
        5195          49         24
        5200          56         23
        5201          30         52
        5202          52         52
        5206          60         63
        5219          54         11
        5229          49         15
        5230          40         47
        5231          29         27
        5231          53         39
